Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_Encoded,Condition_Encoded,Garage_Binary,Predicted_Price
655,2761,3,3,2,1959,Rural,Fair,Yes,428824,1,1,1,535787.6172755995
656,2786,4,2,1,1954,Suburban,Fair,No,319594,2,1,0,515197.65949572885
657,4702,4,4,2,1915,Downtown,Excellent,No,183997,0,0,0,521586.4837754646
658,3378,1,3,3,1998,Rural,Excellent,No,523267,1,0,0,562042.570289835
659,4643,1,2,1,1989,Urban,Poor,No,100272,3,3,0,510296.04709201376
660,4144,4,4,1,1981,Urban,Excellent,Yes,55310,3,0,1,501705.96069027093
661,4932,2,4,3,1928,Urban,Good,No,81817,3,2,0,533452.2809323058
662,2555,3,3,3,1922,Urban,Fair,No,558350,3,1,0,546330.5153926974
663,1776,1,4,3,2016,Rural,Fair,No,536160,1,1,0,552177.6514177792
664,3266,2,1,1,1913,Suburban,Excellent,Yes,487744,2,0,1,526494.5432067127
665,802,5,2,3,1978,Suburban,Poor,No,790176,2,3,0,560935.437766046
666,1138,1,2,3,1948,Urban,Excellent,Yes,132641,3,0,1,565901.825611175
667,555,2,4,2,1932,Suburban,Poor,Yes,789443,2,3,1,515798.8924999836
668,1025,2,4,2,1924,Urban,Good,Yes,781670,3,2,1,514713.8764066043
669,4623,3,1,1,1920,Urban,Fair,Yes,589745,3,1,1,521738.66218864534
670,2625,3,3,2,1916,Downtown,Good,No,92311,0,2,0,527144.3554351827
671,3787,5,4,2,1922,Rural,Fair,Yes,971484,1,1,1,521560.17770385527
672,864,2,4,3,1956,Rural,Good,Yes,201958,1,2,1,547184.2383747805
673,2146,2,4,3,2006,Urban,Excellent,Yes,520328,3,0,1,552315.5380484473
674,1418,3,4,2,1980,Rural,Good,Yes,494093,1,2,1,526161.0143604235
675,3297,1,2,2,1957,Suburban,Good,Yes,697861,2,2,1,539867.2566253034
676,2031,1,4,2,1913,Urban,Excellent,No,409571,3,0,0,514251.29176187556
677,3845,4,2,1,1992,Downtown,Fair,Yes,872613,0,1,1,528085.4206301207
678,2406,3,4,1,1919,Suburban,Fair,No,214334,2,1,0,491405.9107462095
679,3586,4,3,1,1929,Downtown,Excellent,No,968451,0,0,0,509877.88766353624
680,2575,3,1,2,1918,Downtown,Good,Yes,443238,0,2,1,551108.6692797164
681,1213,5,3,2,1952,Rural,Good,No,837560,1,2,0,529427.2548380002
682,1562,2,4,1,2002,Rural,Good,No,653810,1,2,0,500948.2642768663
683,2476,5,4,1,1955,Urban,Poor,No,213394,3,3,0,487967.2920264591
684,1796,3,4,2,1976,Rural,Fair,Yes,98929,1,1,1,528141.2563720171
685,625,2,3,3,1981,Downtown,Good,Yes,655984,0,2,1,562602.6853876759
686,4096,1,4,1,1922,Downtown,Fair,Yes,427389,0,1,1,499844.10808776814
687,3783,1,3,2,1961,Suburban,Good,Yes,846240,2,2,1,530199.2276054883
688,2103,4,2,2,2009,Downtown,Excellent,Yes,669436,0,0,1,556891.2382691067
689,566,3,1,3,1932,Urban,Excellent,Yes,496098,3,0,1,574516.9368039023
690,732,3,1,2,2002,Urban,Fair,Yes,858157,3,1,1,556114.5347919527
691,2656,1,3,2,2003,Rural,Fair,No,384678,1,1,0,536661.2890350757
692,1669,5,2,1,1917,Rural,Excellent,No,352094,1,0,0,516748.2183716711
693,2658,2,3,1,1972,Rural,Poor,Yes,794314,1,3,1,508360.6828913778
694,4706,5,2,3,1932,Urban,Excellent,No,133576,3,0,0,559403.1848682489
695,1993,5,4,3,1931,Downtown,Good,Yes,70557,0,2,1,546912.5026046125
696,4507,1,2,2,1960,Rural,Poor,Yes,596113,1,3,1,539743.5383553095
697,2972,1,2,1,1953,Suburban,Excellent,Yes,321142,2,0,1,521047.7931810677
698,3160,1,2,3,1916,Rural,Poor,No,86080,1,3,0,555095.4750799055
699,3239,4,1,3,1918,Urban,Poor,Yes,833103,3,3,1,564317.7929162785
700,2261,5,2,3,1990,Rural,Poor,Yes,238869,1,3,1,568161.9833926322
701,4014,3,4,2,1969,Downtown,Fair,Yes,721162,0,1,1,529079.9567941795
702,2475,2,4,1,1998,Rural,Excellent,Yes,978671,1,0,1,509155.2975197702
703,2862,4,4,3,2019,Urban,Fair,No,543844,3,1,0,547337.444433151
704,1376,3,2,1,2000,Urban,Fair,Yes,616695,3,1,1,522064.21760187234
705,4312,5,3,3,1933,Suburban,Good,No,170283,2,2,0,547162.9627369604
706,3948,1,3,3,1983,Urban,Good,No,63338,3,2,0,549823.4193179159
707,1812,5,4,1,1924,Suburban,Poor,Yes,650577,2,3,1,491167.1740300221
708,1960,2,1,1,1967,Downtown,Poor,Yes,514736,0,3,1,530508.722771172
709,3209,4,3,1,1973,Urban,Good,No,724255,3,2,0,502087.69375601725
710,2824,4,2,2,1973,Rural,Good,No,228982,1,2,0,540972.0996578344
711,2233,2,3,3,1987,Downtown,Excellent,No,967461,0,0,0,563955.9665562013
712,2105,3,4,2,1984,Rural,Poor,No,159367,1,3,0,519915.0632792471
713,3063,3,1,1,1910,Rural,Poor,Yes,378042,1,3,1,521218.9087795199
714,3921,4,3,3,1990,Rural,Good,No,970958,1,2,0,556179.1458219553
715,4017,4,3,2,1915,Downtown,Excellent,No,691774,0,0,0,531781.4618195144
716,2897,1,4,3,1989,Downtown,Good,No,398684,0,2,0,548709.6065880456
717,4235,3,1,2,1960,Urban,Good,No,544775,3,2,0,543605.9447870482
718,3370,2,1,1,1993,Rural,Fair,Yes,788497,1,1,1,535467.4366126255
719,1660,3,4,2,2012,Suburban,Poor,Yes,493853,2,3,1,524516.3627269012
720,742,1,2,3,1979,Urban,Excellent,Yes,830343,3,0,1,569545.1616911903
721,3090,4,3,3,1906,Downtown,Fair,No,710709,0,1,0,552194.0384543927
722,1563,4,2,3,1915,Suburban,Poor,No,961848,2,3,0,553415.339921441
723,4824,1,3,3,1998,Downtown,Good,Yes,876395,0,2,1,562770.7336659903
724,3095,2,3,1,2021,Suburban,Excellent,Yes,450966,2,0,1,518859.52308430977
725,1419,4,2,2,1915,Urban,Poor,No,407073,3,3,0,527245.3898039258
726,505,5,4,1,1939,Suburban,Good,Yes,727823,2,2,1,495934.71950111137
727,967,4,4,1,1911,Urban,Fair,No,649223,3,1,0,488611.2869390983
728,4670,5,3,1,1934,Downtown,Excellent,No,764152,0,0,0,510157.1024072686
729,503,1,4,3,2012,Suburban,Poor,No,850118,2,3,0,544485.0145037957
730,1145,1,3,3,1920,Rural,Fair,No,549555,1,1,0,551540.5792021574
731,617,4,4,3,1949,Rural,Good,No,113528,1,2,0,542899.8677071817
732,3428,3,3,2,1942,Downtown,Good,No,674099,0,2,0,529763.8117390467
733,3051,5,4,3,1999,Suburban,Poor,Yes,558907,2,3,1,546429.0574333688
734,4789,2,1,2,2011,Rural,Good,Yes,334931,1,2,1,558019.0921633561
735,1346,4,2,3,1916,Urban,Excellent,Yes,982280,3,0,1,562616.2878347996
736,3262,2,1,3,1931,Suburban,Poor,No,427757,2,3,0,564230.555078158
737,1641,4,2,1,1940,Suburban,Fair,Yes,762787,2,1,1,517917.4660802368
738,2310,3,2,1,1905,Rural,Poor,No,834429,1,3,0,507157.0688791242
739,1223,3,3,1,1987,Urban,Poor,No,154887,3,3,0,501718.88226150855
740,724,3,2,2,1926,Urban,Fair,No,111086,3,1,0,533770.5263189491
741,4708,3,1,2,1919,Urban,Good,No,938663,3,2,0,538806.8397928639
742,2548,1,1,3,1924,Suburban,Fair,Yes,305494,2,1,1,572592.2909365009
743,4915,1,4,2,1965,Downtown,Excellent,Yes,558889,0,0,1,530593.7596515409
744,2073,5,1,3,1908,Suburban,Good,Yes,637596,2,2,1,568927.8605134715
745,2328,2,4,2,1991,Suburban,Poor,No,327941,2,3,0,517905.5329414026
746,2417,4,2,2,1952,Rural,Good,Yes,317446,1,2,1,542619.959430452
747,4734,4,1,2,1960,Downtown,Good,Yes,506388,0,2,1,555141.6016604203
748,2526,1,2,1,1937,Urban,Excellent,Yes,612347,3,0,1,516837.8833391436
749,4244,4,1,2,1902,Rural,Good,No,181980,1,2,0,542362.2433525155
750,1401,1,1,1,1983,Suburban,Good,Yes,765612,2,2,1,529809.8368780989
751,2539,5,4,1,1969,Downtown,Good,No,523875,0,2,0,499834.0026473602
752,509,2,2,2,2002,Urban,Poor,Yes,193949,3,3,1,540983.8251563668
753,760,5,1,3,1996,Urban,Good,No,326383,3,2,0,572906.9732554035
754,2173,3,3,3,1954,Suburban,Fair,Yes,77313,2,1,1,556516.9349986475
755,2719,3,2,3,1900,Urban,Good,Yes,92103,3,2,1,555002.055235671
756,2560,3,2,2,2000,Urban,Excellent,Yes,229480,3,0,1,547831.0346216067
757,4213,5,2,3,1969,Downtown,Good,No,526467,0,2,0,566345.8309877057
758,2119,4,4,1,1944,Rural,Good,Yes,138771,1,2,1,498324.2354784645
759,820,2,3,3,1997,Downtown,Poor,Yes,176228,0,3,1,561753.6441555435
760,1842,3,2,2,1946,Rural,Fair,No,141665,1,1,0,540752.0790794892
761,2876,3,1,3,1978,Rural,Good,No,846966,1,2,0,574960.0662836923
762,3332,3,1,1,2008,Rural,Fair,No,879492,1,1,0,533447.6117810651
763,3324,2,4,2,1925,Urban,Excellent,No,853621,3,0,0,515238.50883912144
764,2494,3,1,3,2020,Downtown,Poor,Yes,964863,0,3,1,583696.6796217692
765,3458,2,2,2,1913,Urban,Fair,Yes,660355,3,1,1,534979.4784722336
766,2538,3,1,2,2021,Suburban,Poor,No,847399,2,3,0,551131.2500994855
767,3990,5,2,2,1953,Downtown,Good,Yes,787351,0,2,1,544840.204938668
768,4177,5,1,3,1970,Rural,Excellent,No,901995,1,0,0,578976.5431011259
769,1618,2,3,2,1945,Urban,Poor,Yes,320804,3,3,1,524206.6905663142
770,2104,5,4,3,2021,Urban,Good,No,430815,3,2,0,545410.7277360664
771,4527,2,4,1,1930,Downtown,Fair,Yes,534091,0,1,1,500712.132309267
772,735,5,3,3,1987,Downtown,Excellent,No,179909,0,0,0,564929.8326638134
773,2469,5,3,1,1958,Rural,Excellent,No,483039,1,0,0,511126.3692359707
774,4929,2,4,3,1994,Rural,Fair,Yes,499058,1,1,1,552477.4606853535
775,2408,4,3,2,1928,Suburban,Fair,Yes,190688,2,1,1,529985.4228155338
776,875,5,2,3,2005,Rural,Excellent,Yes,125976,1,0,1,578111.8557474692
777,4030,3,1,2,1995,Urban,Poor,No,807496,3,3,0,545050.3647179868
778,3135,4,4,1,1916,Suburban,Excellent,Yes,229810,2,0,1,497353.0139084211
779,2070,2,3,3,1913,Suburban,Fair,No,325251,2,1,0,547950.0569756225
780,3060,4,2,2,2003,Suburban,Poor,Yes,766764,2,3,1,542960.9341900115
781,3891,1,4,1,1935,Downtown,Good,Yes,668470,0,2,1,498810.9390417876
782,3465,1,3,1,1957,Rural,Excellent,No,817441,1,0,0,510100.0889002947
783,4143,5,4,3,2011,Suburban,Fair,No,928219,2,1,0,548656.3502312206
784,4350,5,3,1,1923,Downtown,Good,Yes,852386,0,2,1,507745.7375992599
785,1372,3,4,2,2008,Downtown,Excellent,No,329087,0,0,0,533206.9689048973
786,1752,4,2,1,1962,Suburban,Excellent,No,90725,2,0,0,519071.96373301145
787,1814,1,2,1,2017,Suburban,Poor,Yes,881866,2,3,1,520972.4100599856
788,3398,5,1,2,1990,Urban,Fair,No,922183,3,1,0,550147.5717442558
789,577,4,4,1,1924,Suburban,Good,Yes,584398,2,2,1,494085.0620394419
790,3121,5,1,1,1958,Urban,Excellent,Yes,548864,3,0,1,529436.7987843187
791,4727,5,4,1,1931,Suburban,Poor,No,328606,2,3,0,486978.8095441996
792,1100,1,3,1,2015,Suburban,Good,Yes,391376,2,2,1,513665.83371649665
793,1565,1,3,2,1981,Rural,Good,No,759441,1,2,0,532027.0025432148
794,2636,5,1,1,2009,Suburban,Excellent,Yes,496015,2,0,1,537946.1229223983
795,2949,2,4,2,1917,Suburban,Good,No,640855,2,2,0,511909.14922287327
796,2843,5,1,1,1936,Urban,Excellent,No,532517,3,0,0,523209.6331923677
797,2363,5,2,1,1925,Urban,Poor,No,756584,3,3,0,504495.6361610545
798,1818,3,1,1,1908,Rural,Poor,No,439569,1,3,0,517615.72754274966
799,4097,3,1,1,2023,Suburban,Good,No,892495,2,2,0,529687.4638382585
800,4262,3,3,2,1998,Suburban,Excellent,Yes,163394,2,0,1,539599.4054020128
801,2690,2,1,2,1963,Urban,Fair,Yes,891672,3,1,1,550837.2385396416
802,1492,2,4,2,1971,Downtown,Poor,No,917784,0,3,0,521133.32621220284
803,3212,5,3,3,1919,Downtown,Excellent,Yes,198940,0,0,1,560176.3025430958
804,2692,3,1,1,1953,Downtown,Excellent,No,393133,0,0,0,532655.0133592159
805,1748,2,2,1,2005,Urban,Excellent,No,72222,3,0,0,521071.1872609925
806,3554,1,1,2,1985,Urban,Good,Yes,129794,3,2,1,550274.0762385149
807,4533,5,1,3,1982,Downtown,Fair,Yes,638212,0,1,1,584051.0029696244
808,2497,4,1,1,1929,Downtown,Good,No,674142,0,2,0,525007.8856275162
809,4187,5,3,2,1952,Suburban,Poor,No,914945,2,3,0,523128.8941094928
810,2651,4,4,1,1991,Urban,Good,No,834326,3,2,0,494397.53511324694
811,4518,3,2,1,1998,Urban,Excellent,No,891081,3,0,0,519351.03799754137
812,3610,4,1,2,2006,Downtown,Good,No,415130,0,2,0,556897.567218956
813,2470,3,4,2,1962,Downtown,Excellent,No,818103,0,0,0,527604.5798374006
814,697,1,4,1,1910,Rural,Fair,Yes,920181,1,1,1,497219.5454680189
815,3126,4,3,1,1930,Urban,Good,No,283127,3,2,0,497277.03146785306
816,1702,5,2,2,1948,Rural,Good,No,554434,1,2,0,538720.5786134464
817,2535,3,3,1,2011,Suburban,Good,Yes,191295,2,2,1,512929.31715434574
818,977,5,4,1,2002,Rural,Excellent,No,229238,1,0,0,506723.21870164765
819,1754,2,4,2,1999,Downtown,Excellent,No,89369,0,0,0,531913.8804757864
820,1422,3,4,1,1993,Urban,Good,Yes,922811,3,2,1,498818.7851790252
821,919,4,3,1,1986,Urban,Good,No,905824,3,2,0,504431.8005389429
822,2704,3,2,3,1918,Rural,Fair,Yes,849093,1,1,1,564769.7824198467
823,3097,5,1,2,1911,Rural,Fair,No,720951,1,1,0,546525.3143566177
824,1620,1,3,3,1914,Suburban,Poor,Yes,383862,2,3,1,546807.3433270807
825,3568,3,4,3,1930,Suburban,Fair,Yes,760595,2,1,1,543346.2703356255
826,1450,4,3,3,1942,Downtown,Fair,Yes,320114,0,1,1,560734.9640475715
827,2836,2,4,1,2000,Downtown,Fair,No,97922,0,1,0,505388.82771760074
828,2743,1,1,1,1936,Downtown,Excellent,No,543614,0,0,0,530455.4694014915
829,3145,2,1,3,1978,Rural,Fair,Yes,867187,1,1,1,581156.3630829169
830,2357,3,2,3,1928,Rural,Fair,Yes,695214,1,1,1,566029.3158632256
831,2365,5,4,3,2013,Urban,Good,No,69416,3,2,0,544409.4805783445
832,3412,5,2,1,2006,Downtown,Excellent,No,63672,0,0,0,528680.7648564581
833,3353,4,2,3,1925,Rural,Poor,No,526684,1,3,0,556433.0269111285
834,3728,5,1,3,2007,Urban,Poor,No,178145,3,3,0,570429.1434731337
835,4219,1,3,2,1901,Downtown,Fair,No,752356,0,1,0,527153.0348457792
836,3728,5,3,2,1983,Suburban,Poor,Yes,910527,2,3,1,530652.8575618011
837,2871,4,2,1,1914,Suburban,Poor,No,50064,2,3,0,505508.3195027919
838,3391,3,1,2,2015,Rural,Poor,Yes,118835,1,3,1,556563.5711933441
839,4256,3,4,2,1903,Urban,Fair,No,251457,3,1,0,509959.4787133401
840,4725,5,3,2,1985,Suburban,Poor,Yes,973143,2,3,1,530494.9327914051
841,594,2,2,1,1949,Urban,Fair,Yes,297795,3,1,1,516488.5269952768
842,3174,3,3,2,1937,Urban,Good,No,454271,3,2,0,521560.0471172199
843,2455,5,3,1,1922,Suburban,Good,Yes,399738,2,2,1,503202.5320296134
844,1293,4,4,3,1958,Urban,Poor,Yes,996931,3,3,1,539775.2026125528
845,2334,5,1,2,1989,Suburban,Good,Yes,691204,2,2,1,554303.7263237861
846,2616,3,4,1,2014,Rural,Fair,Yes,956740,1,1,1,508459.7309024908
847,4606,4,1,2,1974,Downtown,Good,No,918948,0,2,0,552911.0256154832
848,3825,5,3,3,1927,Downtown,Poor,Yes,901098,0,3,1,553113.7108499442
849,3419,1,2,1,2019,Rural,Fair,No,245346,1,1,0,524455.8040239993
850,3097,4,4,1,1965,Suburban,Excellent,Yes,954726,2,0,1,502885.88416280854
851,3705,1,1,1,2022,Suburban,Fair,No,323010,2,1,0,532036.0365389208
852,1314,2,3,3,1907,Suburban,Good,No,53889,2,2,0,544988.9084972321
853,845,4,1,3,1928,Suburban,Excellent,No,168194,2,0,0,572814.9793735271
854,2849,1,1,3,1910,Rural,Fair,Yes,174714,1,1,1,573479.3957506696
855,862,3,1,1,2000,Downtown,Excellent,No,605623,0,0,0,538651.3372755616
856,2943,3,3,3,1917,Urban,Excellent,No,100547,3,0,0,548194.2965928104
857,2765,2,2,2,1954,Urban,Excellent,Yes,207234,3,0,1,542439.1154176338
858,2688,4,2,3,1949,Downtown,Fair,No,794809,0,1,0,567122.8161723772
859,3505,4,2,1,1913,Rural,Good,Yes,730047,1,2,1,514163.87663864065
860,3781,4,1,2,2017,Urban,Fair,Yes,935188,3,1,1,556764.7511585708
861,1484,2,3,3,1973,Downtown,Good,No,323139,0,2,0,557515.2033645969
862,2139,4,1,2,1998,Rural,Fair,Yes,499704,1,1,1,560414.918445485
863,1327,3,2,2,1908,Urban,Fair,Yes,52631,3,1,1,535368.0829320148
864,3230,1,2,1,1998,Suburban,Fair,Yes,187039,2,1,1,523440.4529677557
865,4031,3,3,2,1910,Suburban,Good,No,924726,2,2,0,520769.4440138329
866,4951,3,1,2,1962,Rural,Fair,Yes,399422,1,1,1,555147.2718727209
867,3435,1,4,1,2007,Suburban,Excellent,Yes,638759,2,0,1,507087.7638100281
868,4376,3,4,1,1975,Rural,Fair,Yes,349260,1,1,1,503391.25034727785
869,626,2,2,1,1966,Downtown,Excellent,No,928548,0,0,0,524848.5887148798
870,3677,1,3,2,1952,Downtown,Poor,Yes,477443,0,3,1,531809.2837472468
871,3556,3,1,2,1938,Urban,Poor,No,707302,3,3,0,538813.3213098745
872,1103,5,1,2,1977,Rural,Good,Yes,621952,1,2,1,556004.8341244911
873,3949,3,2,1,1955,Urban,Good,No,733429,3,2,0,509575.18571082776
874,4646,2,2,3,1927,Urban,Poor,No,137342,3,3,0,550737.0408949489
875,4033,4,1,2,1974,Downtown,Fair,No,64407,0,1,0,555707.2200808143
876,3867,3,1,3,1938,Urban,Fair,Yes,163926,3,1,1,571348.042365095
877,3868,4,2,1,1924,Suburban,Fair,Yes,371345,2,1,1,515259.71797848627
878,4297,5,1,2,1920,Urban,Poor,Yes,916525,3,3,1,540623.286137144
879,2292,3,4,3,1909,Rural,Excellent,No,497564,1,0,0,542770.6805243634
880,3361,1,2,2,1942,Suburban,Good,Yes,787341,2,2,1,538153.3953772141
881,3976,4,1,2,1914,Downtown,Excellent,Yes,592166,0,0,1,555404.4638041006
882,3917,5,2,2,1982,Rural,Poor,No,133100,1,3,0,539122.343231439
883,2145,1,3,3,1947,Suburban,Excellent,Yes,915061,2,0,1,558049.9116567977
884,1705,1,2,1,1985,Rural,Fair,Yes,498636,1,1,1,525141.9311306089
885,3530,1,2,2,1920,Suburban,Fair,No,544308,2,1,0,534330.4249180236
886,3372,1,3,1,1959,Rural,Excellent,No,273059,1,0,0,510361.0653774495
887,3572,3,4,1,2015,Rural,Poor,Yes,617456,1,3,1,503052.9791361157
888,2354,3,1,3,2007,Suburban,Excellent,No,300396,2,0,0,580999.12602091
889,4521,3,3,3,1995,Downtown,Fair,Yes,824769,0,1,1,565390.7539778264
890,3208,5,2,1,1949,Downtown,Fair,Yes,367006,0,1,1,523620.3894923831
891,4002,5,1,2,1922,Rural,Poor,Yes,78004,1,3,1,546120.7550133725
892,1832,5,3,3,1912,Rural,Excellent,Yes,856903,1,0,1,557338.9002365449
893,701,2,1,2,1968,Downtown,Fair,Yes,574252,0,1,1,559903.0173800524
894,4007,5,1,2,1903,Downtown,Fair,No,666108,0,1,0,547854.078595072
895,4712,3,3,2,1991,Urban,Excellent,No,241239,3,0,0,532202.2945264512
896,1074,3,1,1,1977,Downtown,Excellent,Yes,676517,0,0,1,539836.0718956009
897,1036,2,4,2,1971,Rural,Good,No,527044,1,2,0,521305.12546885863
898,2125,2,3,1,1908,Suburban,Poor,No,901740,2,3,0,494922.14396091795
899,2622,5,4,1,2020,Downtown,Poor,Yes,396113,0,3,1,506826.03895492415
900,885,4,2,2,2014,Urban,Excellent,No,64568,3,0,0,546327.7126067459
901,3781,2,1,2,1934,Urban,Poor,No,583754,3,3,0,538143.658436779
902,974,1,2,2,2000,Urban,Fair,Yes,272129,3,1,1,545599.1286588612
903,917,3,2,2,1920,Suburban,Excellent,Yes,631612,2,0,1,542032.4771153285
904,4100,1,1,1,1957,Downtown,Excellent,Yes,938640,0,0,1,536155.3435089053
905,1454,3,3,2,1917,Downtown,Excellent,Yes,196539,0,0,1,536715.3855222034
906,1705,3,1,2,1996,Downtown,Good,Yes,650243,0,2,1,560227.2007516013
907,4620,2,2,1,1971,Suburban,Poor,Yes,197748,2,3,1,514846.3359759799
908,2490,2,2,3,2014,Suburban,Good,Yes,144791,2,2,1,570375.1874069764
909,4072,1,3,3,2012,Rural,Fair,No,736874,1,1,0,560776.5214736619
910,4880,3,1,1,1980,Urban,Poor,Yes,945150,3,3,1,523244.9884243768
911,4658,1,2,3,1942,Urban,Good,No,596938,3,2,0,554864.9557161835
912,3213,4,4,1,1994,Downtown,Excellent,No,400434,0,0,0,507409.6620987493
913,2703,1,2,2,1997,Suburban,Good,Yes,127701,2,2,1,544600.2458203274
914,3620,5,2,2,1905,Suburban,Excellent,No,847115,2,0,0,535713.4414416921
915,1466,1,3,3,1985,Downtown,Good,No,279164,0,2,0,558740.8114600952
916,3932,5,4,2,1977,Downtown,Good,No,503035,0,2,0,523845.4566058137
917,1188,5,2,3,1966,Rural,Good,Yes,655266,1,2,1,568447.5100550797
918,4743,5,2,3,1911,Urban,Excellent,No,579148,3,0,0,557023.9939884662
919,4201,4,4,2,1999,Urban,Good,No,709089,3,2,0,518348.65191953024
920,841,1,1,2,1911,Urban,Poor,Yes,605639,3,3,1,540407.0261480643
921,2224,1,1,3,2008,Rural,Poor,No,555920,1,3,0,575747.7423355666
922,4922,4,2,2,1965,Downtown,Poor,No,374888,0,3,0,539268.3168922018
923,2292,3,2,1,1901,Downtown,Excellent,No,729706,0,0,0,517020.8955973702
924,2259,2,1,2,1914,Urban,Excellent,No,956630,3,0,0,544204.1785423751
925,3712,1,3,2,1922,Urban,Poor,No,910587,3,3,0,516822.5949798211
926,1489,2,4,1,1928,Rural,Poor,Yes,171449,1,3,1,493923.043327397
927,2762,4,4,2,1980,Suburban,Poor,No,650988,2,3,0,516765.38999808696
928,2982,3,3,2,1995,Suburban,Fair,Yes,809774,2,1,1,537177.4900152109
929,1451,3,3,3,1906,Urban,Poor,No,843387,3,3,0,539800.9479798124
930,1222,3,3,2,1993,Rural,Good,Yes,307571,1,2,1,537632.0931626799
931,3889,4,3,2,1927,Urban,Fair,Yes,513506,3,1,1,526724.2068970442
932,2579,5,3,1,1913,Suburban,Fair,Yes,487509,2,1,1,504717.30115743313
933,3217,5,3,3,1943,Urban,Excellent,No,766696,3,0,0,551282.4979293336
934,2832,2,4,3,1929,Suburban,Good,No,858094,2,2,0,536951.3866418358
935,3876,5,3,3,1980,Suburban,Excellent,No,580696,2,0,0,557775.5203832535
936,2000,5,1,2,1931,Suburban,Excellent,No,745763,2,0,0,549195.8119072603
937,785,3,3,3,2009,Downtown,Good,No,313369,0,2,0,561970.7964180261
938,3995,3,3,1,1969,Downtown,Excellent,Yes,979700,0,0,1,517949.104787999
939,2565,2,4,3,2014,Urban,Good,Yes,513002,3,2,1,547903.4861666618
940,1268,1,4,1,1987,Suburban,Good,Yes,196444,2,2,1,500516.2504686966
941,3557,2,3,3,1905,Downtown,Excellent,No,831608,0,0,0,554212.4862269392
942,4789,2,4,3,1926,Urban,Poor,No,591567,3,3,0,530706.0192643782
943,2661,4,2,1,1981,Urban,Excellent,Yes,160401,3,0,1,522139.3441554102
944,3793,4,4,3,1987,Urban,Fair,No,276801,3,1,0,543375.8831793028
945,1446,2,4,3,2000,Urban,Excellent,No,821668,3,0,0,548052.4354648255
946,3835,2,4,3,2019,Urban,Good,Yes,553575,3,2,1,547978.4969701497
947,4650,2,4,2,1923,Rural,Fair,Yes,928836,1,1,1,520942.968077191
948,1981,5,1,1,2001,Suburban,Good,No,219259,2,2,0,528288.5247379096
949,2401,4,1,3,1933,Urban,Poor,No,297145,3,3,0,562472.6968326252
950,3951,2,1,1,1939,Rural,Poor,Yes,360625,1,3,1,524010.82980563253
951,4564,3,3,1,1946,Suburban,Fair,No,733835,2,1,0,503548.96410975134
952,554,3,3,1,1978,Downtown,Poor,Yes,94552,0,3,1,512557.1359660486
953,2323,5,2,3,1974,Urban,Poor,Yes,249041,3,3,1,561177.4119312142
954,3962,5,1,3,1985,Rural,Excellent,Yes,257606,1,0,1,584604.8512717693
955,3579,1,3,1,2017,Downtown,Excellent,No,804965,0,0,0,519392.76863567834
956,1332,1,4,2,1923,Rural,Poor,Yes,836157,1,3,1,516933.43098712043
957,4908,1,4,1,1964,Suburban,Poor,Yes,450074,2,3,1,493951.1611564676
958,3306,5,1,2,1917,Suburban,Excellent,No,779846,2,0,0,547117.2515055748
959,2990,5,2,1,1943,Downtown,Poor,Yes,124474,0,3,1,517876.49750615185
960,827,5,2,1,1975,Rural,Poor,No,337312,1,3,0,515875.686235492
961,3810,3,4,1,1956,Urban,Good,No,606387,3,2,0,489877.7757278589
962,3800,5,2,3,2006,Urban,Poor,No,252252,3,3,0,560357.1316609283
963,4175,3,1,2,1927,Downtown,Fair,Yes,814742,0,1,1,554083.3105683654
964,3554,1,4,2,2003,Downtown,Good,Yes,373599,0,2,1,530244.3154594698
965,2643,1,3,1,2023,Downtown,Fair,No,628528,0,1,0,517852.20867932326
966,1811,1,3,3,1970,Rural,Poor,No,386940,1,3,0,551763.544584099
967,3691,2,2,3,1922,Urban,Excellent,No,891024,3,0,0,558268.9207007401
968,3038,2,4,2,1984,Urban,Good,Yes,835034,3,2,1,520697.3150405278
969,4483,4,4,3,1933,Urban,Excellent,No,434325,3,0,0,539605.3354742455
970,664,4,3,2,1910,Downtown,Good,No,302051,0,2,0,527355.0089920998
971,4777,4,4,2,1985,Urban,Excellent,No,151611,3,0,0,521702.60621090955
972,1322,2,4,2,2005,Suburban,Good,Yes,632334,2,2,1,526301.1981461182
973,1443,2,4,3,1934,Downtown,Good,No,824756,0,2,0,543207.147060207
974,4925,4,2,2,2015,Urban,Fair,Yes,66488,3,1,1,546168.138053326
975,1274,4,4,2,1992,Rural,Excellent,Yes,239913,1,0,1,532852.4554720356
976,2698,5,1,1,1941,Downtown,Fair,No,430665,0,1,0,528990.7556540188
977,3656,4,2,2,1927,Suburban,Fair,No,967899,2,1,0,535468.4903634755
978,4742,5,4,2,2022,Suburban,Excellent,No,758029,2,0,0,528595.0636452169
979,4195,3,4,1,1981,Rural,Good,Yes,716205,1,2,1,501560.5340222063
980,3952,2,1,1,1977,Rural,Fair,Yes,741419,1,1,1,533441.8835129127
981,1414,4,2,3,1981,Downtown,Excellent,Yes,68394,0,0,1,577648.5955340033
982,1808,2,3,2,1991,Downtown,Good,No,930425,0,2,0,535771.9435629786
983,4677,2,3,3,1923,Suburban,Fair,Yes,226978,2,1,1,551930.7452556422
